@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.19902283334918383,1 9,2 +1}
{0 0.14977690569949773,1 11,2 -1}
{0 0.21416136922934387,1 51,2 +1}
{0 0.1720744060218415,1 57,2 -1}
{0 0.10072787050317251,1 1,2 +1}
{0 0.04682929057908469,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.14402095496370335,1 43,2 +1}
{0 0.11699283227515293,1 24,2 -1}
{0 0.12811395556557303,1 15,2 +1}
{0 0.15886571262235166,1 13,2 -1}
{0 0.216661812307366,1 4,2 +1}
{0 0.16559822751508663,1 7,2 -1}
{0 0.12803141422757522,1 4,2 +1}
{0 0.12435295647699537,1 7,2 -1}
{0 0.015767396124594983,1 3,2 +1}
{0 0.020651781236478633,1 3,2 -1}
{0 0.2413443787484609,1 15,2 +1}
{0 0.3105436873608543,1 15,2 -1}
{0 0.13363062095621217,1 2,2 +1}
{0 0.20769186878349677,1 4,2 -1}
{0 0.2507242875848462,1 22,2 +1}
{0 0.2661119544171082,1 25,2 -1}
{0 0.23108538429920722,1 32,2 +1}
{0 0.2495756623361571,1 29,2 -1}
{0 0.11972912094634425,1 16,2 +1}
{0 0.12110325161963148,1 11,2 -1}
{0 0.20887978116297765,1 21,2 +1}
{0 0.04412241833954464,1 4,2 -1}
{0 0.1941201824053597,1 17,2 +1}
{0 0.1640465655225415,1 16,2 -1}
{0 0.056709695654772234,1 7,2 +1}
{0 0.04893658078848739,1 10,2 -1}
{0 0.32926179497901653,1 80,2 +1}
{0 0.15629739883580332,1 76,2 -1}
{0 0.20655818871259934,1 29,2 +1}
{0 0.19764031433245488,1 24,2 -1}
{0 0.11368166544570094,1 12,2 +1}
{0 0.10815869447001178,1 13,2 -1}
{0 0.2269769297812357,1 28,2 +1}
{0 0.25105174678558956,1 15,2 -1}
{0 0.08877760302855436,1 2,2 -1}
{0 0.0961262004168002,1 2,2 +1}
{0 0.03551104121142175,1 1,2 -1}
{0 0.2456235860635626,1 12,2 +1}
{0 0.13718459594927643,1 5,2 -1}
{0 0.29920282735666237,1 27,2 +1}
{0 0.3769545544927303,1 26,2 -1}
{0 0.2334863710479926,1 47,2 +1}
{0 0.20489241314982723,1 35,2 -1}
{0 0.21418864874494362,1 6,2 +1}
{0 0.331952130021979,1 12,2 -1}
{0 0.21402220972342473,1 9,2 +1}
{0 0.09494253265550825,1 3,2 -1}
{0 0.2794807625370536,1 16,2 +1}
{0 0.2529267929991254,1 3,2 -1}
{0 0.2294694189184106,1 34,2 +1}
{0 0.054775504200714746,1 29,2 -1}
{0 0.06850956794435666,1 1,2 -1}
{0 0.3361954402801885,1 31,2 +1}
{0 0.08637173688217323,1 6,2 -1}
{0 0.12184469202896522,1 23,2 +1}
{0 0.19366523767542737,1 6,2 -1}
{0 0.18911594747281057,1 88,2 +1}
{0 0.024882827637839597,1 2,2 -1}
{0 0.23186078582515793,1 11,2 +1}
{0 0.07741051894762127,1 5,2 -1}
{0 0.026279416561381833,1 1,2 +1}
{0 0.03187883565316691,1 1,2 -1}
{0 0.214165219773505,1 49,2 +1}
{0 0.18452130816882747,1 37,2 -1}
{0 0.1434490744940285,1 16,2 +1}
{0 0.10528654531677051,1 16,2 -1}
{0 0.2688930073010483,1 98,2 +1}
{0 0.2645193072947736,1 92,2 -1}
{0 0.3223686808830743,1 84,2 +1}
{0 0.01752542153614734,1 1,2 -1}
{0 0.15422041580667492,1 3,2 -1}
{0 0.2562225038509684,1 80,2 +1}
{0 0.25875793941480807,1 29,2 -1}
{0 0.17387562050751776,1 15,2 +1}
{0 0.10173350919469211,1 4,2 -1}
{0 0.12089196843200625,1 3,2 +1}
{0 0.017268993791597093,1 1,2 -1}
{0 0.2711889489978937,1 49,2 +1}
{0 0.14550105183060263,1 21,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.012162606385262996,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.04193139346887673,1 3,2 -1}
{0 0.22328904264708752,1 15,2 +1}
{0 0.09488779284502331,1 6,2 -1}
{0 0.16265798109624596,1 3,2 +1}
{0 0.11061150428443764,1 4,2 -1}
{0 0.2337297654928877,1 48,2 +1}
{0 0.21982522074512656,1 60,2 -1}
{0 0.03323745232194751,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.15269799790086067,1 1,2 +1}
{0 0.02793707392349513,1 2,2 -1}
{0 0.13926548723722781,1 19,2 +1}
{0 0.12474006422243859,1 13,2 -1}
{0 0.15534712747612348,1 3,2 +1}
{0 0.19784396982082206,1 8,2 -1}
{0 0.27182002187324245,1 5,2 +1}
{0 0.07317617332646023,1 1,2 -1}
{0 0.20727029611723097,1 6,2 +1}
{0 0.061682189115064914,1 1,2 -1}
{0 0.05950954506936943,1 12,2 +1}
{0 0.10561789516779387,1 7,2 -1}
{0 0.3652227569491429,1 65,2 +1}
{0 0.07569518095655377,1 20,2 -1}
{0 0.22033987980922828,1 38,2 +1}
{0 0.20371653241008464,1 20,2 -1}
{0 0.150283349327479,1 7,2 +1}
{0 0.12230675510712588,1 10,2 -1}
{0 0.22400803546227221,1 11,2 +1}
{0 0.23208307464653213,1 14,2 -1}
{0 0.05752647832596544,1 5,2 +1}
{0 0.06219704135711229,1 2,2 -1}
{0 0.24331976845924977,1 83,2 +1}
{0 0.11508346029345065,1 6,2 -1}
{0 0.026144527986318486,1 4,2 +1}
{0 0.08486251286955258,1 2,2 -1}
{0 0.2522617314440055,1 4,2 +1}
{0 0.18257418583505539,1 2,2 -1}
{0 0.12295812515422097,1 3,2 +1}
{0 0.08606629658238704,1 3,2 -1}
{0 0.17837731143342866,1 39,2 +1}
{0 0.0702064177917793,1 7,2 -1}
{0 0.20007385800553018,1 26,2 +1}
{0 0.154594050256205,1 24,2 -1}
{0 0.3181253200794644,1 27,2 +1}
{0 0.17312461951479097,1 22,2 -1}
{0 0.22815590752544035,1 32,2 +1}
{0 0.22068704295985972,1 18,2 -1}
{0 0.17230575571481055,1 34,2 +1}
{0 0.1955060748657644,1 26,2 -1}
{0 0.2650668974466966,1 53,2 +1}
{0 0.04112166995121568,1 7,2 -1}
{0 0.25109142185161326,1 21,2 +1}
{0 0.19311427476103982,1 21,2 -1}
{0 0.03232540919176179,1 1,2 +1}
{0 0.09890398808186313,1 12,2 -1}
{0 0.11993772586158312,1 21,2 +1}
{0 0.1835923783739644,1 20,2 -1}
{0 0.2812381293541242,1 44,2 +1}
{0 0.11118314701287603,1 31,2 -1}
{0 0.33467124503015955,1 61,2 +1}
{0 0.18268457889284492,1 19,2 -1}
{0 0.2428790154932987,1 31,2 +1}
{0 0.16315579492021096,1 20,2 -1}
{0 0.25796574409178746,1 52,2 +1}
{0 0.18121066344853567,1 36,2 -1}
{0 0.06573543714639979,1 4,2 +1}
{0 0.09511677316678802,1 7,2 -1}
{0 0.23961239605623721,1 36,2 +1}
{0 0.2304237607671694,1 21,2 -1}
{0 0.24440064824066962,1 129,2 +1}
{0 0.16779173260173386,1 52,2 -1}
{0 0.34103633779988873,1 10,2 +1}
{0 0.13459801550709716,1 7,2 -1}
{0 0.006721559496679888,1 1,2 +1}
{0 0.1603475900161199,1 11,2 -1}
{0 0.06707784709055375,1 3,2 -1}
{0 0.019771101534111178,1 4,2 +1}
{0 0.04107142857142857,1 4,2 -1}
{0 0.033570406630727107,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.09175761518719276,1 10,2 +1}
{0 0.06642749513120874,1 4,2 -1}
{0 0.26699794255319337,1 22,2 +1}
{0 0.18178062771640394,1 4,2 -1}
{0 0.03202380609470474,1 2,2 -1}
{0 0.2978609505689413,1 30,2 +1}
{0 0.36531169616403575,1 19,2 -1}
{0 0.25965618928482176,1 58,2 +1}
{0 0.20064613976449677,1 39,2 -1}
{0 0.3149463710174956,1 67,2 +1}
{0 0.16918911840815568,1 27,2 -1}
{0 0.2862251904988481,1 15,2 +1}
{0 0.23086484182756437,1 13,2 -1}
{0 0.028662944147308796,1 3,2 +1}
{0 0.027826672002407047,1 4,2 -1}
{0 0.20013263140316176,1 13,2 +1}
{0 0.2144606127057783,1 10,2 -1}
{0 0.05059644256269406,1 1,2 +1}
{0 0.032351391413989926,1 5,2 -1}
{0 0.20122714974516678,1 32,2 +1}
{0 0.1841790044529904,1 31,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.01853836442840073,1 2,2 -1}
{0 0.08044365607192805,1 24,2 +1}
{0 0.09327411707849281,1 19,2 -1}
{0 0.272366429291613,1 114,2 +1}
{0 0.14554212100334418,1 61,2 -1}
{0 0.2062957351480814,1 21,2 +1}
{0 0.1869329303455552,1 21,2 -1}
{0 0.0,1 0,2 +1}
{0 0.15667359567297334,1 3,2 -1}
{0 0.30207638299473966,1 10,2 +1}
{0 0.16823317685800004,1 10,2 -1}
{0 0.10595928540545754,1 9,2 +1}
{0 0.08420138329326385,1 6,2 -1}
{0 0.3430923176986527,1 46,2 +1}
{0 0.10914607116520218,1 31,2 -1}
{0 0.3873977118268668,1 56,2 +1}
{0 0.10052667399243473,1 39,2 -1}
{0 0.1786757493104596,1 51,2 +1}
{0 0.23617388166951253,1 37,2 -1}
{0 0.13972384788966816,1 10,2 +1}
{0 0.14107862664417206,1 8,2 -1}
{0 0.18938320985608104,1 12,2 +1}
{0 0.19680654283293772,1 12,2 -1}
{0 0.1287957621153029,1 11,2 +1}
{0 0.08463440435926337,1 12,2 -1}
{0 0.18672359119419568,1 25,2 +1}
{0 0.2501403792089056,1 33,2 -1}
{0 0.22914694502243846,1 21,2 +1}
{0 0.13983857828837865,1 10,2 -1}
{0 0.005472739766870734,1 1,2 -1}
{0 0.27467414961992875,1 44,2 +1}
{0 0.13612338812977134,1 15,2 -1}
{0 0.24731575742364,1 20,2 +1}
{0 0.22214370854551369,1 20,2 -1}
{0 0.16338092989983735,1 4,2 +1}
{0 0.12622784210425042,1 3,2 -1}
{0 0.02581335646211108,1 7,2 +1}
{0 0.07102450060001707,1 7,2 -1}
{0 0.2634611470947488,1 57,2 +1}
{0 0.201301860196977,1 38,2 -1}
{0 0.2863049616895993,1 7,2 +1}
{0 0.17698624726948714,1 9,2 -1}
{0 0.022011272658140596,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2383656473113981,1 2,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2031896769659681,1 17,2 +1}
{0 0.1222227973591693,1 17,2 -1}
{0 0.25018894147680104,1 33,2 +1}
{0 0.18639641901318255,1 22,2 -1}
{0 0.21948138174147008,1 25,2 +1}
{0 0.18463022464100115,1 21,2 -1}
{0 0.20277605491501102,1 13,2 +1}
{0 0.05255302647930313,1 2,2 -1}
{0 0.004406486087904692,1 1,2 +1}
{0 0.0,1 0,2 -1}
{0 0.040824829046386304,1 1,2 +1}
{0 0.10206207261596577,1 1,2 -1}
{0 0.23523662216472424,1 5,2 +1}
{0 0.057627555694696755,1 2,2 -1}
{0 0.257962883893432,1 24,2 -1}
{0 0.04061297599176226,1 3,2 +1}
{0 0.056339921712706645,1 2,2 -1}
{0 0.17625587959712846,1 23,2 +1}
{0 0.1812458820356821,1 18,2 -1}
{0 0.296736955970866,1 65,2 +1}
{0 0.2247126634988515,1 75,2 -1}
{0 0.2769208137565213,1 35,2 +1}
{0 0.21550213716346805,1 25,2 -1}
{0 0.021729045066737177,1 10,2 +1}
{0 0.16750265626933084,1 11,2 -1}
{0 0.07507038610870512,1 5,2 +1}
{0 0.0,1 0,2 -1}
{0 0.1580705715258766,1 7,2 +1}
{0 0.020211302086361082,1 1,2 -1}
{0 0.041522739926869986,1 1,2 +1}
{0 0.04714954816256054,1 2,2 -1}
{0 0.1594947656082606,1 16,2 +1}
{0 0.16791569417973845,1 12,2 -1}
{0 0.1142497001757369,1 12,2 +1}
{0 0.17781283971494474,1 14,2 -1}
{0 0.018260421655339514,1 3,2 +1}
{0 0.016631521734748547,1 3,2 -1}
{0 0.1708022826928716,1 2,2 +1}
{0 0.09306000217667366,1 2,2 -1}
{0 0.14736290645802577,1 18,2 -1}
{0 0.13845283361784336,1 32,2 +1}
{0 0.11446354041535317,1 24,2 -1}
{0 0.1861723860064547,1 44,2 +1}
{0 0.16963424080244108,1 24,2 -1}
{0 0.08436715538076733,1 24,2 -1}
{0 0.07781350031786696,1 7,2 +1}
{0 0.04592681270251529,1 18,2 -1}
{0 0.24244967468393183,1 9,2 +1}
{0 0.09679600460458335,1 8,2 -1}
{0 0.16542323937244585,1 8,2 +1}
{0 0.18800684258897257,1 13,2 -1}
{0 0.042409446483998546,1 1,2 +1}
{0 0.0069643423688886,1 1,2 -1}
{0 0.13487311492217502,1 8,2 +1}
{0 0.19323816821896891,1 14,2 -1}
{0 0.21236186327966178,1 14,2 +1}
{0 0.1906730997056576,1 11,2 -1}
{0 0.21343966520117783,1 53,2 +1}
{0 0.10414556906729709,1 15,2 -1}
{0 0.1882411268398568,1 5,2 +1}
{0 0.1664628557952988,1 9,2 -1}
{0 0.1838041885450377,1 19,2 +1}
{0 0.1636167539307769,1 19,2 -1}
{0 0.31268183383577186,1 15,2 +1}
{0 0.14215518277934408,1 17,2 -1}
{0 0.21195688942808333,1 56,2 +1}
{0 0.17368412318585796,1 52,2 -1}
{0 0.29111002446637557,1 66,2 +1}
{0 0.35455666086291393,1 31,2 -1}
{0 0.1394603485832684,1 10,2 +1}
{0 0.28148862039922184,1 9,2 -1}
{0 0.033261171328173376,1 4,2 +1}
{0 0.021194099694741435,1 5,2 -1}
{0 0.19744908584949508,1 32,2 +1}
{0 0.2822253855968265,1 28,2 -1}
{0 0.3608544904398391,1 15,2 +1}
{0 0.04806135013958677,1 4,2 -1}
{0 0.3612401183931125,1 17,2 +1}
{0 0.08739516627288868,1 4,2 -1}
{0 0.12485433134301348,1 24,2 +1}
{0 0.12648202950987888,1 32,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.0,1 0,2 +1}
{0 0.01510250115713858,1 2,2 -1}
{0 0.1799499691378841,1 37,2 +1}
{0 0.12088981840537147,1 39,2 -1}
{0 0.19427780183901183,1 27,2 +1}
{0 0.0677851044425991,1 2,2 -1}
{0 0.2421222052731204,1 10,2 +1}
{0 0.1941296185456758,1 14,2 -1}
{0 0.2330507898495426,1 40,2 +1}
{0 0.21742699645703853,1 37,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2707813056068854,1 31,2 +1}
{0 0.17447367619547316,1 30,2 -1}
{0 0.03678061789603124,1 1,2 +1}
{0 0.06502887276911667,1 4,2 -1}
{0 0.07261438571238492,1 6,2 +1}
{0 0.08883404511925123,1 4,2 -1}
{0 0.24951942308353392,1 19,2 +1}
{0 0.2637216885088802,1 26,2 -1}
{0 0.09101375108346561,1 5,2 +1}
{0 0.061879005122780245,1 11,2 -1}
{0 0.22935696439364214,1 65,2 +1}
{0 0.17885941655223256,1 78,2 -1}
{0 0.02845523394111902,1 7,2 -1}
{0 0.14300411091407744,1 29,2 +1}
{0 0.23124502438960556,1 38,2 -1}
{0 0.20025761196694278,1 6,2 +1}
{0 0.08468496511259617,1 2,2 -1}
{0 0.16334855982452923,1 71,2 +1}
{0 0.07662106618031847,1 16,2 -1}
{0 0.21484074395039604,1 35,2 +1}
{0 0.13867002773130285,1 14,2 -1}
{0 0.21523619350040163,1 23,2 +1}
{0 0.15102928275195654,1 2,2 -1}
{0 0.225,1 8,2 +1}
{0 0.16414318495409022,1 13,2 -1}
{0 0.22423837478522138,1 27,2 +1}
{0 0.09376340555278033,1 21,2 -1}
{0 0.0,1 0,2 +1}
{0 0.07916941565243642,1 9,2 -1}
{0 0.3090185516453238,1 54,2 +1}
{0 0.23917052928686613,1 41,2 -1}
{0 0.13111973230622778,1 3,2 +1}
{0 0.034608729730267775,1 5,2 -1}
{0 0.0,1 0,2 -1}
{0 0.26013573982579746,1 10,2 +1}
{0 0.09662850594207474,1 3,2 -1}
{0 0.29490068865624414,1 7,2 +1}
{0 0.05927097490112553,1 2,2 -1}
{0 0.18552718238418428,1 6,2 +1}
{0 0.13354379707533126,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.026205489875042745,1 5,2 -1}
{0 0.2670501411685569,1 70,2 +1}
{0 0.06069531261373803,1 6,2 -1}
{0 0.14067163255053647,1 17,2 +1}
{0 0.17867597747930622,1 15,2 -1}
{0 0.24115638491670077,1 31,2 +1}
{0 0.08839000535536447,1 7,2 -1}
{0 0.13823674227370233,1 13,2 +1}
{0 0.1402916007897733,1 11,2 -1}
{0 0.09360232995173255,1 3,2 +1}
{0 0.08721511695636093,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.2914263843207215,1 51,2 +1}
{0 0.144154093037197,1 20,2 -1}
{0 0.30689746987215544,1 50,2 +1}
{0 0.20725396150270792,1 10,2 -1}
{0 0.1432732733701811,1 22,2 +1}
{0 0.13766563649007812,1 22,2 -1}
{0 0.004341102175588527,1 1,2 -1}
{0 0.22595974579951197,1 15,2 +1}
{0 0.10703123598762089,1 6,2 -1}
{0 0.27110857761066987,1 50,2 +1}
{0 0.19714574186880715,1 11,2 -1}
{0 0.314918700779322,1 88,2 +1}
{0 0.3457643192276238,1 19,2 -1}
{0 0.011208949210705267,1 2,2 +1}
{0 0.034176321745715985,1 2,2 -1}
{0 0.24237737989200087,1 19,2 +1}
{0 0.13147445139660563,1 9,2 -1}
{0 0.27186250948117047,1 27,2 +1}
{0 0.07073766689703202,1 27,2 -1}
{0 0.13564951520593035,1 22,2 +1}
{0 0.07387475681108362,1 15,2 -1}
{0 0.0,1 0,2 +1}
{0 0.026024945638443476,1 3,2 -1}
{0 0.0,1 0,2 +1}
{0 0.04898275229526362,1 2,2 -1}
{0 0.09912420141671266,1 20,2 +1}
{0 0.17876543791665467,1 14,2 -1}
{0 0.21540208731825908,1 17,2 +1}
{0 0.1761687097789705,1 18,2 -1}
{0 0.13056609756618884,1 21,2 +1}
{0 0.10863799897462557,1 15,2 -1}
{0 0.04901430813958718,1 2,2 +1}
{0 0.03214121732666125,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.1074125097806767,1 5,2 -1}
{0 0.0998717511804918,1 8,2 +1}
{0 0.1874755968059695,1 5,2 -1}
{0 0.19432508268938872,1 7,2 +1}
{0 0.17449842639536553,1 13,2 -1}
{0 0.17187123807167726,1 25,2 +1}
{0 0.05550510578745016,1 8,2 -1}
{0 0.023977487273201988,1 6,2 +1}
{0 0.10456739115301791,1 2,2 -1}
{0 0.17469102772102435,1 63,2 +1}
{0 0.06484226945517987,1 25,2 -1}
{0 0.1014176948006786,1 4,2 +1}
{0 0.1466874675304339,1 4,2 -1}
{0 0.099313261921854,1 3,2 +1}
{0 0.057876940349568494,1 3,2 -1}
{0 0.16760484404932813,1 2,2 +1}
{0 0.06565321642986127,1 1,2 -1}
{0 0.10865758300331683,1 16,2 +1}
{0 0.08866242070189881,1 1,2 -1}
{0 0.1669846603455566,1 8,2 +1}
{0 0.09819304088496758,1 3,2 -1}
{0 0.32769722688908354,1 30,2 +1}
{0 0.12121481846769633,1 14,2 -1}
{0 0.21032754175162374,1 36,2 +1}
{0 0.12178806408970239,1 26,2 -1}
{0 0.0,1 0,2 +1}
{0 0.03289758474798845,1 1,2 -1}
{0 0.23074037407212486,1 33,2 +1}
{0 0.1883815536602833,1 20,2 -1}
{0 0.20233616206852437,1 3,2 +1}
{0 0.2399192471746596,1 3,2 -1}
{0 0.08119622530770387,1 6,2 +1}
{0 0.0773778317816611,1 7,2 -1}
{0 0.0,1 0,2 +1}
{0 0.011299615367639217,1 1,2 -1}
{0 0.12342416819093653,1 5,2 -1}
{0 0.17814053467986635,1 74,2 +1}
{0 0.3137511989330382,1 26,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.22058354837033609,1 78,2 +1}
{0 0.08411223101480325,1 4,2 -1}
{0 0.2204837973976474,1 41,2 +1}
{0 0.19988035682611863,1 23,2 -1}
{0 0.060858061945018464,1 4,2 +1}
{0 0.04574840491164718,1 7,2 -1}
{0 0.17870308744838614,1 15,2 +1}
{0 0.07947129873769497,1 14,2 -1}
{0 0.3728150204929632,1 168,2 +1}
{0 0.1214382118224208,1 51,2 -1}
{0 0.044455422447438706,1 1,2 +1}
{0 0.04225951734436613,1 2,2 -1}
{0 0.17402283928081902,1 33,2 +1}
{0 0.11130265239210405,1 9,2 -1}
{0 0.2715103328590697,1 29,2 +1}
{0 0.07551981750239982,1 2,2 -1}
{0 0.16822866064812536,1 2,2 +1}
{0 0.16282270490004813,1 2,2 -1}
{0 0.0,1 0,2 +1}
{0 0.0,1 0,2 -1}
{0 0.14200938936093865,1 2,2 +1}
{0 0.04564354645876384,1 1,2 -1}
{0 0.17311535046631316,1 23,2 +1}
{0 0.17026107700863205,1 9,2 -1}
{0 0.2201781325917219,1 16,2 +1}
{0 0.141475254821874,1 6,2 -1}
{0 0.2611390226498116,1 41,2 -1}
{0 0.23356549445690977,1 15,2 +1}
{0 0.11308680455890371,1 8,2 -1}
{0 0.13677952079032932,1 18,2 +1}
{0 0.20466514328830746,1 11,2 -1}
{0 0.1913964024950948,1 8,2 +1}
{0 0.18835744008229557,1 10,2 -1}
{0 0.26671233838455904,1 11,2 +1}
{0 0.18176566906075003,1 9,2 -1}
{0 0.19999999999999996,1 2,2 +1}
{0 0.03889917031385744,1 2,2 -1}
{0 0.25902232429020955,1 65,2 +1}
{0 0.11680408338749598,1 25,2 -1}
{0 0.1280360551810379,1 9,2 +1}
{0 0.10631124046965723,1 7,2 -1}
{0 0.1856687374360998,1 7,2 +1}
{0 0.13972034313837195,1 5,2 -1}
{0 0.002473903947728035,1 1,2 +1}
{0 0.0037140583608537333,1 1,2 -1}
{0 0.27332157015463965,1 16,2 +1}
{0 0.027987772014860718,1 1,2 -1}
{0 0.2356128816719032,1 36,2 +1}
{0 0.1652472037400629,1 18,2 -1}
{0 0.20076171908651627,1 21,2 -1}
{0 0.08122479038345394,1 4,2 +1}
{0 0.22389349137841583,1 5,2 -1}
{0 0.02039240568412038,1 3,2 +1}
{0 0.058824980032249105,1 4,2 -1}
{0 0.03542771444532758,1 2,2 +1}
{0 0.1350488458724304,1 5,2 -1}
