@relation SiftFeature
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 'Class' {'+1','-1'}
@data
{0 0.05207232235626937,1 2,2 -1}
{0 0.1443099624303042,1 6,2 -1}
{0 0.05432247800337965,1 2,2 -1}
{0 0.0,1 0,2 -1}
{0 0.06875056210280128,1 8,2 -1}
{0 0.0,1 0,2 -1}
{0 0.0989565616659599,1 3,2 +1}
{0 0.07416399821457996,1 5,2 -1}
{0 0.13968167766709538,1 8,2 -1}
{0 0.05582227525964809,1 4,2 -1}
{0 0.020064308847628203,1 1,2 -1}
{0 0.07998563652229046,1 3,2 -1}
{0 0.2000087614301273,1 5,2 -1}
{0 0.09144064709689739,1 7,2 -1}
{0 0.10391808353366633,1 8,2 -1}
{0 0.13328009272186286,1 10,2 -1}
{0 0.08404209426957693,1 7,2 -1}
{0 0.2303932535288566,1 32,2 +1}
{0 0.07433587704011636,1 18,2 -1}
{0 0.19238598412960276,1 49,2 -1}
{0 0.12260047928613703,1 28,2 -1}
{0 0.10982224144526805,1 29,2 -1}
{0 0.20314237757777392,1 38,2 -1}
{0 0.17623460211338504,1 21,2 -1}
{0 0.1945840464771995,1 24,2 -1}
{0 0.060221334429522225,1 4,2 -1}
{0 0.13779075459035028,1 30,2 -1}
{0 0.17103242411101702,1 39,2 -1}
{0 0.06171954827142899,1 14,2 +1}
{0 0.18315018315018314,1 9,2 -1}
{0 0.0851595088207898,1 16,2 -1}
{0 0.0780899712706415,1 16,2 -1}
{0 0.08584257314976987,1 13,2 -1}
{0 0.02801659073402629,1 2,2 -1}
{0 0.08229238152888782,1 25,2 -1}
{0 0.05796048441984671,1 10,2 -1}
{0 0.050525125106960216,1 7,2 -1}
{0 0.06179117112433584,1 5,2 -1}
{0 0.07204506242936108,1 14,2 -1}
{0 0.19902283334918383,1 9,2 +1}
{0 0.2285395426098255,1 12,2 -1}
{0 0.18429582739275416,1 9,2 -1}
{0 0.07190937498139782,1 3,2 -1}
{0 0.19702760155977517,1 4,2 -1}
{0 0.14535947206990615,1 9,2 -1}
{0 0.1934671807918711,1 15,2 -1}
{0 0.17704564824696278,1 8,2 -1}
{0 0.124296388833434,1 10,2 -1}
{0 0.15490446176723646,1 10,2 -1}
{0 0.11855788555917932,1 12,2 -1}
{0 0.21416136922934387,1 51,2 +1}
{0 0.17270092202159856,1 33,2 -1}
{0 0.1356719546006934,1 54,2 -1}
{0 0.18674480823900275,1 25,2 -1}
{0 0.12515319309233117,1 30,2 -1}
{0 0.1497464564696598,1 34,2 -1}
{0 0.180619190299267,1 21,2 -1}
{0 0.1556019497589522,1 25,2 -1}
{0 0.10482848367219184,1 5,2 -1}
{0 0.19716624108027597,1 51,2 -1}
{0 0.21416136922934387,1 51,2 -1}
{0 0.10072787050317251,1 1,2 +1}
{0 0.059869042474346726,1 1,2 -1}
{0 0.10072787050317251,1 1,2 -1}
{0 0.06582027383238344,1 1,2 -1}
{0 0.027193373100814152,1 1,2 -1}
{0 0.10545613515239945,1 1,2 -1}
{0 0.07518820606756282,1 1,2 -1}
{0 0.018367958959266125,1 1,2 -1}
{0 0.04965922509916617,1 1,2 -1}
{0 0.0416988541312325,1 1,2 -1}
{0 0.03595943059809855,1 1,2 -1}
{0 0.0,1 0,2 +1}
{0 0.012562477021974664,1 2,2 -1}
{0 0.040723148118768406,1 1,2 -1}
{0 0.0,1 0,2 -1}
{0 0.021133385436115645,1 2,2 -1}
{0 0.01803046114936547,1 2,2 -1}
{0 0.016801003908644547,1 2,2 -1}
{0 0.007026705383399496,1 2,2 -1}
{0 0.020099449683210462,1 3,2 -1}
{0 0.0,1 0,2 -1}
{0 0.04693615462483114,1 2,2 -1}
{0 0.14402095496370335,1 43,2 +1}
{0 0.13893685714009948,1 53,2 -1}
{0 0.07821006856931993,1 16,2 -1}
{0 0.11471638591559476,1 13,2 -1}
{0 0.1295591258167603,1 26,2 -1}
{0 0.12381290746243297,1 9,2 -1}
{0 0.12580647951290302,1 45,2 -1}
{0 0.15036517858418777,1 38,2 -1}
{0 0.0642238076142032,1 8,2 -1}
{0 0.08886158992605489,1 14,2 -1}
{0 0.11135067976849024,1 29,2 -1}
{0 0.12811395556557303,1 15,2 +1}
{0 0.11430085279083696,1 9,2 -1}
{0 0.16307304788272067,1 13,2 -1}
{0 0.15177978550363733,1 19,2 -1}
{0 0.10742560659439061,1 17,2 -1}
{0 0.10968332906692652,1 21,2 -1}
{0 0.14764720051147473,1 19,2 -1}
{0 0.15821354298834303,1 11,2 -1}
{0 0.0733358797622569,1 5,2 -1}
{0 0.011948872617308781,1 2,2 -1}
{0 0.19011577018886588,1 16,2 -1}
{0 0.216661812307366,1 4,2 +1}
{0 0.103707291596483,1 7,2 -1}
{0 0.04764054770453914,1 6,2 -1}
{0 0.02793448664794186,1 1,2 -1}
{0 0.064125030721716,1 4,2 -1}
{0 0.16239563081028327,1 8,2 -1}
{0 0.10263785777107086,1 3,2 -1}
{0 0.1150742678981394,1 4,2 -1}
{0 0.13181065811012002,1 5,2 -1}
{0 0.09803688420945704,1 4,2 -1}
{0 0.16036703688910442,1 6,2 -1}
{0 0.12803141422757522,1 4,2 +1}
{0 0.17922102859538197,1 7,2 -1}
{0 0.047105571976599585,1 1,2 -1}
{0 0.0943128871362553,1 8,2 -1}
{0 0.20758412292650924,1 3,2 -1}
{0 0.10747098003652683,1 3,2 -1}
{0 0.08481266704271488,1 6,2 -1}
{0 0.08451328849742208,1 7,2 -1}
{0 0.10398809046843753,1 6,2 -1}
{0 0.2667528207690092,1 4,2 -1}
{0 0.07239580415384142,1 5,2 -1}
{0 0.015767396124594983,1 3,2 +1}
{0 0.017341168860210695,1 3,2 -1}
{0 0.02964790033540682,1 4,2 -1}
{0 0.027186362391351842,1 1,2 -1}
{0 0.0382255148432847,1 3,2 -1}
{0 0.0355644208342758,1 4,2 -1}
{0 0.04192445497980507,1 1,2 -1}
{0 0.026696477899043673,1 1,2 -1}
{0 0.039381124884183584,1 5,2 -1}
{0 0.007833927888640667,1 4,2 -1}
{0 0.014833945481580393,1 4,2 -1}
{0 0.2413443787484609,1 15,2 +1}
{0 0.306056966564812,1 24,2 -1}
{0 0.3137082111935779,1 19,2 -1}
{0 0.271934254885744,1 20,2 -1}
{0 0.3540585938967399,1 20,2 -1}
{0 0.22558758577491317,1 12,2 -1}
{0 0.32180834284885856,1 26,2 -1}
{0 0.3414593940484034,1 18,2 -1}
{0 0.27642691697572236,1 19,2 -1}
{0 0.20871898597488422,1 21,2 -1}
{0 0.15969902422222712,1 3,2 -1}
{0 0.13363062095621217,1 2,2 +1}
{0 0.24341122551643382,1 3,2 -1}
{0 0.15905785487552881,1 3,2 -1}
{0 0.1260075293148341,1 4,2 -1}
{0 0.14159368242197481,1 3,2 -1}
{0 0.30432537804431037,1 4,2 -1}
{0 0.2616610037422334,1 4,2 -1}
{0 0.28156255797753976,1 4,2 -1}
{0 0.2868320560406347,1 3,2 -1}
{0 0.042030164946192904,1 3,2 -1}
{0 0.2687080444870749,1 4,2 -1}
{0 0.2507242875848462,1 22,2 +1}
{0 0.1847476432736005,1 25,2 -1}
{0 0.16259460237098416,1 11,2 -1}
{0 0.18817731155649722,1 25,2 -1}
{0 0.10016366623062493,1 4,2 -1}
{0 0.24279787886033669,1 24,2 -1}
{0 0.15188325473376935,1 4,2 -1}
{0 0.17679339992179077,1 17,2 -1}
{0 0.2252413651225248,1 27,2 -1}
{0 0.20957966427485847,1 20,2 -1}
{0 0.08664587415167273,1 2,2 -1}
{0 0.23108538429920722,1 32,2 +1}
{0 0.0845287342513207,1 6,2 -1}
{0 0.2220301110930584,1 29,2 -1}
{0 0.1636698876579198,1 5,2 -1}
{0 0.13390203256549327,1 22,2 -1}
{0 0.0911464884311452,1 16,2 -1}
{0 0.12261376829980589,1 32,2 -1}
{0 0.1441800491221511,1 2,2 -1}
{0 0.14066901789339314,1 23,2 -1}
{0 0.17419773479550582,1 32,2 -1}
{0 0.16228292066463748,1 43,2 -1}
{0 0.11972912094634425,1 16,2 +1}
{0 0.08700585461716155,1 32,2 -1}
{0 0.12420355730953839,1 19,2 -1}
{0 0.13502760569680858,1 7,2 -1}
{0 0.17498723600905763,1 16,2 -1}
{0 0.17369850259153805,1 30,2 -1}
{0 0.17833541745767928,1 29,2 -1}
{0 0.14329460196396013,1 8,2 -1}
{0 0.11054057267635212,1 27,2 -1}
{0 0.22474308245609237,1 25,2 -1}
{0 0.057501619537109874,1 12,2 -1}
